category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.19682737,0.19682737,0.22183143,0.22183143,0.2144176,0.2144176
price_transform,0.08747883,0.08747883,0.098591745,0.098591745,0.09529671,0.09529671
volatility,0.012456226,0.012456226,0.015033582,0.015033582,0.013225435,0.013225435
volume,0.037368678,0.037368678,0.04510075,0.04510075,0.039676305,0.039676305
momentum,0.51832736,0.51832736,0.5019542,0.5019542,0.5091476,0.5091476
overlap,0.14754169,0.14754169,0.117488354,0.117488354,0.12823637,0.12823637
