category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.15489586,-0.0040847366,0.15511355,0.07974355,0.1714535,0.103446074
price_transform,0.036574483,-0.0033276314,0.036358166,-0.0057056947,0.032929484,-0.009680061
volatility,0.03215675,-0.0007475472,0.032157917,0.026692456,0.036196403,0.015090095
volume,0.034034684,-0.0039866026,0.027806295,0.012708679,0.025741952,0.00783857
momentum,0.55195516,-0.027530605,0.5608712,0.08145378,0.53452206,0.09105998
overlap,0.19038305,-0.0077209333,0.18769294,0.0179599,0.19915664,0.0572538
