category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.38879144,0.38879144,0.5129402,0.5129402,0.4623226,0.4623226
momentum,0.39627945,0.39627945,0.35636967,0.35636967,0.38058585,0.38058585
volume,0.1352517,0.1352517,0.09256748,0.09256748,0.10956834,0.10956834
volatility,0.017851926,0.017851926,0.007815052,0.007815052,0.012225288,0.012225288
price_transform,0.015118416,0.015118416,0.007877256,0.007877256,0.007801576,0.007801576
statistics,0.04670749,0.04670749,0.02243035,0.02243035,0.027496058,0.027496058
