category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.32057163,0.0075561553,0.23558208,0.011956868,0.23249859,0.017981008
momentum,0.46617454,-0.043014277,0.51232594,0.08074468,0.51663345,0.07555178
volume,0.09593395,0.0005814346,0.12534878,0.023110945,0.13354146,0.016960166
volatility,0.032829996,0.000169121,0.03443047,-0.0005930823,0.033878244,9.855141e-05
price_transform,0.015612457,-0.0007261421,0.015532838,-4.7116308e-05,0.014558867,-0.0003330815
statistics,0.06887744,0.00038000784,0.0767799,-0.0002674354,0.068889424,-0.0010835999
