category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.27412042,0.1285428,0.21124992,0.0740413,0.16897464,0.03555931
momentum,0.41239667,0.09066958,0.5064451,0.2435227,0.5283847,0.26739022
volume,0.17431048,0.10372116,0.08990038,0.0328242,0.105363935,0.037455317
volatility,0.034059577,0.0053135124,0.04411856,-0.0027177061,0.046802215,0.002807496
price_transform,0.021374047,0.0014865935,0.027652284,0.0012348071,0.02704448,-0.00023944338
statistics,0.08373877,0.012395689,0.12063373,0.017533395,0.12343002,0.013125396
