category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.36014837,0.36014837,0.5134891,0.5134891,0.46257094,0.46257094
momentum,0.4112333,0.4112333,0.35381657,0.35381657,0.38026586,0.38026586
volume,0.14992389,0.14992389,0.093242384,0.093242384,0.10862799,0.10862799
volatility,0.022037065,0.022037065,0.008318716,0.008318716,0.012817636,0.012817636
price_transform,0.009386266,0.009386266,0.008074273,0.008074273,0.007792946,0.007792946
statistics,0.04727107,0.04727107,0.023059057,0.023059057,0.027924532,0.027924532
