category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.24400872,0.0067952345,0.23325458,0.012527991,0.23071714,0.018286321
momentum,0.5006169,-0.00828996,0.5128605,0.08283631,0.5180848,0.07723644
volume,0.111681946,0.001764483,0.12629685,0.023978213,0.13466525,0.01821966
volatility,0.04021941,0.0004847344,0.034551643,-0.0005979786,0.033486824,6.507319e-05
price_transform,0.018365065,0.00037720308,0.01569824,-9.502376e-05,0.014446539,-0.00038171944
statistics,0.085107945,0.0027292706,0.07733818,-0.0003066446,0.06859949,-0.0010153708
