column,Hold,Buy,Sell
0,0.0025247585,0.0010645768,0.0014299145
1,0.0025247585,0.0010645768,0.0014299145
2,0.0025247585,0.0010645768,0.0014299145
3,0.0025247585,0.0010645768,0.0014299145
4,0.0025247585,0.0010645768,0.0014299145
5,0.0025247585,0.0010645768,0.0014299145
6,0.0025247585,0.0010645768,0.0014299145
7,0.0025247585,0.0010645768,0.0014299145
8,0.0025247585,0.0010645768,0.0014299145
9,0.0025247585,0.0010645768,0.0014299145
10,0.0025247585,0.0010645768,0.0014299145
11,0.0025247585,0.0010645768,0.0014299145
12,0.0025247585,0.0010645768,0.0014299145
13,0.0049538715,0.0013379528,0.0017996532
14,0.0049538715,0.0013379528,0.0017996532
15,0.0049538715,0.0013379528,0.0017996532
16,0.0049538715,0.0013379528,0.0017996532
17,0.0049538715,0.0013379528,0.0017996532
18,0.0049538715,0.0013379528,0.0017996532
19,0.0049538715,0.0013379528,0.0017996532
20,0.0049538715,0.0013379528,0.0017996532
21,0.0049538715,0.0013379528,0.0017996532
22,0.0049538715,0.0013379528,0.0017996532
23,0.0049538715,0.0013379528,0.0017996532
24,0.0049538715,0.0013379528,0.0017996532
25,0.0049538715,0.0013379528,0.0017996532
26,0.0029777915,0.001359676,0.0019542212
27,0.0029777915,0.001359676,0.0019542212
28,0.0029777915,0.001359676,0.0019542212
29,0.0029777915,0.001359676,0.0019542212
30,0.0029777915,0.001359676,0.0019542212
31,0.0029777915,0.001359676,0.0019542212
32,0.0029777915,0.001359676,0.0019542212
33,0.0029777915,0.001359676,0.0019542212
34,0.0029777915,0.001359676,0.0019542212
35,0.0029777915,0.001359676,0.0019542212
36,0.0029777915,0.001359676,0.0019542212
37,0.0029777915,0.001359676,0.0019542212
38,0.0029777915,0.001359676,0.0019542212
39,0.007363553,0.0013000851,0.0018847967
40,0.007363553,0.0013000851,0.0018847967
41,0.007363553,0.0013000851,0.0018847967
42,0.007363553,0.0013000851,0.0018847967
43,0.007363553,0.0013000851,0.0018847967
44,0.007363553,0.0013000851,0.0018847967
45,0.007363553,0.0013000851,0.0018847967
46,0.007363553,0.0013000851,0.0018847967
47,0.007363553,0.0013000851,0.0018847967
48,0.007363553,0.0013000851,0.0018847967
49,0.007363553,0.0013000851,0.0018847967
50,0.007363553,0.0013000851,0.0018847967
51,0.007363553,0.0013000851,0.0018847967
52,0.059103075,0.071860775,0.069854505
53,0.059103075,0.071860775,0.069854505
54,0.059103075,0.071860775,0.069854505
55,0.059103075,0.071860775,0.069854505
56,0.059103075,0.071860775,0.069854505
57,0.059103075,0.071860775,0.069854505
58,0.059103075,0.071860775,0.069854505
59,0.059103075,0.071860775,0.069854505
60,0.059103075,0.071860775,0.069854505
61,0.059103075,0.071860775,0.069854505
62,0.059103075,0.071860775,0.069854505
63,0.059103075,0.071860775,0.069854505
64,0.059103075,0.071860775,0.069854505
