category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.3283847,0.06006229,0.21416037,0.08220838,0.18007597,0.051419985
momentum,0.43211678,0.008872983,0.5184039,0.2589175,0.52322483,0.26709032
volume,0.09207647,0.036044694,0.09009384,0.02999949,0.10543676,0.03742113
volatility,0.03496497,0.004626313,0.04137947,-0.0007341052,0.04808259,-0.00013051211
price_transform,0.018651482,-0.005720284,0.025374789,0.0039951205,0.024390738,-0.0016628229
statistics,0.093805574,0.020143263,0.110587895,0.015834736,0.1187892,0.0064602206
