category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
overlap,0.3892163,0.3892163,0.51102024,0.51102024,0.46141058,0.46141058
momentum,0.39605767,0.39605767,0.3653012,0.3653012,0.38176227,0.38176227
volume,0.13503407,0.13503407,0.09020656,0.09020656,0.11302516,0.11302516
volatility,0.017789854,0.017789854,0.0060531,0.0060531,0.010047638,0.010047638
price_transform,0.015203439,0.015203439,0.007188037,0.007188037,0.007833303,0.007833303
statistics,0.046699125,0.046699125,0.02023096,0.02023096,0.025920877,0.025920877
