seed,n,accuracy,balanced_accuracy,macro_f1,majority_class_accuracy,precision_Hold,recall_Hold,f1_Hold,support_Hold,predicted_Hold,precision_Buy,recall_Buy,f1_Buy,support_Buy,predicted_Buy,precision_Sell,recall_Sell,f1_Sell,support_Sell,predicted_Sell
0,33318,0.8690797766972808,0.3569244977045181,0.3565291525455812,0.8769133801548712,0.8800110081643886,0.9850087277954616,0.9295542635658914,29217,32703,0.29601518026565465,0.07543520309477757,0.12023121387283237,2068,527,0.23863636363636365,0.010329562223315297,0.019801980198019802,2033,88
