category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.20334539,0.07333232,0.15920274,0.012198322,0.16736796,0.05794344
price_transform,0.036172733,-0.015655892,0.04986658,0.009215669,0.04400156,0.0068187965
volatility,0.041147564,0.03792285,0.026482943,0.007551817,0.039847337,0.024705743
volume,0.031223558,-0.0017137773,0.0367778,0.009816395,0.03448398,0.008321922
momentum,0.50656307,0.026450034,0.5317396,0.05647636,0.5227698,0.08865421
overlap,0.1815476,-0.023957683,0.19593032,0.019095093,0.1915293,0.02448912
