category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.20016076,0.071649164,0.16021399,0.010544877,0.16684212,0.056049373
price_transform,0.03690822,-0.015450155,0.049139973,0.009507275,0.04467828,0.007982277
volatility,0.039800003,0.036239702,0.02599595,0.005603718,0.039192323,0.022924045
volume,0.031295754,-0.0013085123,0.03720476,0.010428397,0.03510101,0.009127002
momentum,0.51117307,0.02138131,0.5320703,0.05372608,0.52230865,0.087589
overlap,0.18066218,-0.023555018,0.19537506,0.01817447,0.19187766,0.025482096
