category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.24106237,0.24106237,0.15515144,0.15515144,0.16896598,0.16896598
price_transform,0.107138835,0.107138835,0.0689562,0.0689562,0.07509599,0.07509599
volatility,0.011922645,0.011922645,0.015825817,0.015825817,0.015903736,0.015903736
volume,0.035767935,0.035767935,0.047477454,0.047477454,0.04771121,0.04771121
momentum,0.4904815,0.4904815,0.55337685,0.55337685,0.50455934,0.50455934
overlap,0.11362692,0.11362692,0.15921208,0.15921208,0.18776366,0.18776366
