category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.13164397,0.015000442,0.12318418,0.008029991,0.12926786,0.012483194
price_transform,0.051369153,-0.005757485,0.062169302,0.0011757056,0.058855418,-0.00068647444
volatility,0.017997472,0.011669219,0.014855707,0.0028901105,0.018847413,0.0058800075
volume,0.060446277,-0.00066550553,0.051756144,0.00220942,0.046537496,0.0017257477
momentum,0.5504294,-0.006118512,0.53209436,0.020409023,0.5280491,0.0178167
overlap,0.18811375,-0.0071566054,0.2159403,0.009654233,0.2184427,0.00598677
