column,Hold,Buy,Sell
0,0.0150280055,0.015380854,0.015286636
1,0.0150280055,0.015380854,0.015286636
2,0.0150280055,0.015380854,0.015286636
3,0.0150280055,0.015380854,0.015286636
4,0.0150280055,0.015380854,0.015286636
5,0.0150280055,0.015380854,0.015286636
6,0.0150280055,0.015380854,0.015286636
7,0.0150280055,0.015380854,0.015286636
8,0.0150280055,0.015380854,0.015286636
9,0.0150280055,0.015380854,0.015286636
10,0.0150280055,0.015380854,0.015286636
11,0.0150280055,0.015380854,0.015286636
12,0.0150280055,0.015380854,0.015286636
13,0.015231695,0.015393116,0.01565527
14,0.015231695,0.015393116,0.01565527
15,0.015231695,0.015393116,0.01565527
16,0.015231695,0.015393116,0.01565527
17,0.015231695,0.015393116,0.01565527
18,0.015231695,0.015393116,0.01565527
19,0.015231695,0.015393116,0.01565527
20,0.015231695,0.015393116,0.01565527
21,0.015231695,0.015393116,0.01565527
22,0.015231695,0.015393116,0.01565527
23,0.015231695,0.015393116,0.01565527
24,0.015231695,0.015393116,0.01565527
25,0.015231695,0.015393116,0.01565527
26,0.015251267,0.015232053,0.015435215
27,0.015251267,0.015232053,0.015435215
28,0.015251267,0.015232053,0.015435215
29,0.015251267,0.015232053,0.015435215
30,0.015251267,0.015232053,0.015435215
31,0.015251267,0.015232053,0.015435215
32,0.015251267,0.015232053,0.015435215
33,0.015251267,0.015232053,0.015435215
34,0.015251267,0.015232053,0.015435215
35,0.015251267,0.015232053,0.015435215
36,0.015251267,0.015232053,0.015435215
37,0.015251267,0.015232053,0.015435215
38,0.015251267,0.015232053,0.015435215
39,0.01549435,0.015327332,0.01567972
40,0.01549435,0.015327332,0.01567972
41,0.01549435,0.015327332,0.01567972
42,0.01549435,0.015327332,0.01567972
43,0.01549435,0.015327332,0.01567972
44,0.01549435,0.015327332,0.01567972
45,0.01549435,0.015327332,0.01567972
46,0.01549435,0.015327332,0.01567972
47,0.01549435,0.015327332,0.01567972
48,0.01549435,0.015327332,0.01567972
49,0.01549435,0.015327332,0.01567972
50,0.01549435,0.015327332,0.01567972
51,0.01549435,0.015327332,0.01567972
52,0.015917731,0.015589719,0.014866224
53,0.015917731,0.015589719,0.014866224
54,0.015917731,0.015589719,0.014866224
55,0.015917731,0.015589719,0.014866224
56,0.015917731,0.015589719,0.014866224
57,0.015917731,0.015589719,0.014866224
58,0.015917731,0.015589719,0.014866224
59,0.015917731,0.015589719,0.014866224
60,0.015917731,0.015589719,0.014866224
61,0.015917731,0.015589719,0.014866224
62,0.015917731,0.015589719,0.014866224
63,0.015917731,0.015589719,0.014866224
64,0.015917731,0.015589719,0.014866224
