column,Hold,Buy,Sell
0,0.014889004,0.014965051,0.014879964
1,0.014889004,0.014965051,0.014879964
2,0.014889004,0.014965051,0.014879964
3,0.014889004,0.014965051,0.014879964
4,0.014889004,0.014965051,0.014879964
5,0.014889004,0.014965051,0.014879964
6,0.014889004,0.014965051,0.014879964
7,0.014889004,0.014965051,0.014879964
8,0.014889004,0.014965051,0.014879964
9,0.014889004,0.014965051,0.014879964
10,0.014889004,0.014965051,0.014879964
11,0.014889004,0.014965051,0.014879964
12,0.014889004,0.014965051,0.014879964
13,0.014993581,0.015697097,0.015468533
14,0.014993581,0.015697097,0.015468533
15,0.014993581,0.015697097,0.015468533
16,0.014993581,0.015697097,0.015468533
17,0.014993581,0.015697097,0.015468533
18,0.014993581,0.015697097,0.015468533
19,0.014993581,0.015697097,0.015468533
20,0.014993581,0.015697097,0.015468533
21,0.014993581,0.015697097,0.015468533
22,0.014993581,0.015697097,0.015468533
23,0.014993581,0.015697097,0.015468533
24,0.014993581,0.015697097,0.015468533
25,0.014993581,0.015697097,0.015468533
26,0.015394939,0.015016828,0.01543208
27,0.015394939,0.015016828,0.01543208
28,0.015394939,0.015016828,0.01543208
29,0.015394939,0.015016828,0.01543208
30,0.015394939,0.015016828,0.01543208
31,0.015394939,0.015016828,0.01543208
32,0.015394939,0.015016828,0.01543208
33,0.015394939,0.015016828,0.01543208
34,0.015394939,0.015016828,0.01543208
35,0.015394939,0.015016828,0.01543208
36,0.015394939,0.015016828,0.01543208
37,0.015394939,0.015016828,0.01543208
38,0.015394939,0.015016828,0.01543208
39,0.015229137,0.015372818,0.015842725
40,0.015229137,0.015372818,0.015842725
41,0.015229137,0.015372818,0.015842725
42,0.015229137,0.015372818,0.015842725
43,0.015229137,0.015372818,0.015842725
44,0.015229137,0.015372818,0.015842725
45,0.015229137,0.015372818,0.015842725
46,0.015229137,0.015372818,0.015842725
47,0.015229137,0.015372818,0.015842725
48,0.015229137,0.015372818,0.015842725
49,0.015229137,0.015372818,0.015842725
50,0.015229137,0.015372818,0.015842725
51,0.015229137,0.015372818,0.015842725
52,0.016416403,0.015871288,0.01529976
53,0.016416403,0.015871288,0.01529976
54,0.016416403,0.015871288,0.01529976
55,0.016416403,0.015871288,0.01529976
56,0.016416403,0.015871288,0.01529976
57,0.016416403,0.015871288,0.01529976
58,0.016416403,0.015871288,0.01529976
59,0.016416403,0.015871288,0.01529976
60,0.016416403,0.015871288,0.01529976
61,0.016416403,0.015871288,0.01529976
62,0.016416403,0.015871288,0.01529976
63,0.016416403,0.015871288,0.01529976
64,0.016416403,0.015871288,0.01529976
