strategy,years,final_capital,annualized_return_pct,sharpe_daily_annualized,max_drawdown_pct,transactions,transactions_per_year,success_pct,avg_profit_per_transaction_pct,avg_transaction_length_days,max_profit_per_transaction_pct,max_loss_per_transaction_pct,idle_ratio_pct,max_capital,min_capital
buy_and_hold,14.989733059548254,39739.48307867287,7.962464044935023,0.4909842609540536,-60.142647297867285,1.0,0.06671232876712328,88.88888888888889,297.3948307867287,3761.0,297.3948307867287,297.3948307867287,0.026581605528974706,42508.44028230481,5287.962359407695
model,14.989733059548254,54445.556763050176,10.229860061759512,0.6107601100699471,-50.07035327848724,39.0,2.6017808219178082,66.74643629267769,27.834917126520796,214.9526269528615,379.4009728533916,-26.428952968073073,20.74251284777601,56681.502850520505,6178.065313091329
