seed,n,accuracy,balanced_accuracy,macro_f1,majority_class_accuracy,precision_Hold,recall_Hold,f1_Hold,support_Hold,predicted_Hold,precision_Buy,recall_Buy,f1_Buy,support_Buy,predicted_Buy,precision_Sell,recall_Sell,f1_Sell,support_Sell,predicted_Sell
0,33858,0.40705298600035444,0.40290779369333407,0.38489452330127233,0.3706066513084057,0.425734657159992,0.5902078521939954,0.4946577887890988,10825,15007,0.4006094022054556,0.44007013069811923,0.4194136411970226,12548,13784,0.3692520228932307,0.17844539818788746,0.24061213991769548,10485,5067
