fold,test_year,seed,n,accuracy,balanced_accuracy,macro_f1,majority_class_accuracy,precision_Hold,recall_Hold,f1_Hold,support_Hold,predicted_Hold,precision_Buy,recall_Buy,f1_Buy,support_Buy,predicted_Buy,precision_Sell,recall_Sell,f1_Sell,support_Sell,predicted_Sell
0,2007,0,2250,0.3928888888888889,0.41926216437466285,0.36029240766591575,0.3884444444444444,0.3904761904761905,0.7192982456140351,0.5061728395061729,684,1260,0.5138121546961326,0.10640732265446225,0.176303317535545,874,181,0.3695920889987639,0.4320809248554913,0.3984010659560293,692,809
1,2008,0,2268,0.3955026455026455,0.3575094156489505,0.2643024727716513,0.44135802469135804,0.2777777777777778,0.13736263736263737,0.18382352941176472,364,180,0.4046328240512568,0.9091915836101883,0.5600272851296043,903,2029,0.4406779661016949,0.025974025974025976,0.04905660377358491,1001,59
2,2009,0,2259,0.36874723328906595,0.3553317091536858,0.29752519821249573,0.4355909694555113,0.4552238805970149,0.12734864300626306,0.19902120717781402,479,134,0.39039039039039036,0.13211382113821138,0.19741837509491267,984,333,0.35825892857142855,0.8065326633165829,0.49613601236476046,796,1792
3,2010,0,2259,0.38778220451527223,0.37223277765850726,0.32965947658322403,0.35723771580345287,0.46750524109014674,0.29654255319148937,0.3628966639544345,752,477,0.3725735754539762,0.7372986369268897,0.4950083194675541,807,1597,0.31351351351351353,0.08285714285714285,0.1310734463276836,700,185
4,2011,0,2259,0.4068171757414785,0.40098394483869343,0.3202955385052572,0.39619300575475874,0.3811881188118812,0.5202702702702703,0.44,592,808,0.42108890420399725,0.6826815642458101,0.5208866155157715,895,1451,0.0,0.0,0.0,772,0
5,2012,0,2241,0.3605533244087461,0.35996028535476726,0.289048883587795,0.3846497099509148,0.5150501672240803,0.17865429234338748,0.2652885443583118,862,299,0.33480907581627006,0.82537517053206,0.4763779527559055,733,1807,0.362962962962963,0.07585139318885449,0.12548015364916773,646,135
6,2013,0,2259,0.40460380699424525,0.3580722743743492,0.29630811432534837,0.3882248782647189,0.4136568848758465,0.8358038768529077,0.5534163835409589,877,1772,0.36754176610978523,0.1917808219178082,0.2520458265139116,803,419,0.39705882352941174,0.046632124352331605,0.08346213292117466,579,68
7,2014,0,2259,0.41389995573262506,0.37022503911427956,0.284702371593362,0.3846834882691456,0.4166666666666667,0.9436133486766398,0.5780754317941488,869,1968,0.37888198757763975,0.07750952986022872,0.12869198312236288,787,161,0.4153846153846154,0.08955223880597014,0.14733969986357434,603,130
8,2015,0,2259,0.384240814519699,0.3944523834301464,0.3792855690584773,0.35413899955732625,0.3669201520912547,0.5769805680119582,0.44857640906449736,669,1052,0.398989898989899,0.29625,0.3400286944045911,800,594,0.399673735725938,0.310126582278481,0.34925160370634356,790,613
9,2016,0,2259,0.4161133244798583,0.403406551109152,0.3951661415591307,0.3567950420540062,0.4587628865979381,0.55625,0.5028248587570622,800,970,0.3964562569213732,0.4441687344913151,0.41895845523698066,806,903,0.3549222797927461,0.20980091883614088,0.26371511068334935,653,386
10,2017,0,2250,0.5213333333333333,0.40094297698036413,0.3784938919712341,0.5004444444444445,0.5614657210401891,0.8436944937833037,0.674237047551455,1126,1692,0.4012875536480687,0.280359820089955,0.3300970873786408,667,466,0.391304347826087,0.0787746170678337,0.13114754098360656,457,92
11,2018,0,2250,0.3804444444444444,0.38832769726036087,0.3366522525386211,0.3626666666666667,0.3754175016700067,0.788218793828892,0.5085972850678733,713,1497,0.39263803680981596,0.23529411764705882,0.2942528735632184,816,489,0.38636363636363635,0.14147018030513175,0.20710659898477157,721,264
12,2019,0,2259,0.4271801682160248,0.4100059327208607,0.39898425944150206,0.3745019920318725,0.4363784665579119,0.6508515815085159,0.5224609375,822,1226,0.4470046082949309,0.34397163120567376,0.38877755511022044,846,651,0.36387434554973824,0.23519458544839256,0.2857142857142857,591,382
13,2020,0,2268,0.41358024691358025,0.3945935260393057,0.34583591588410506,0.4166666666666667,0.3626760563380282,0.3992248062015504,0.3800738007380074,516,568,0.43621134020618557,0.7164021164021164,0.5422507008410092,945,1552,0.3716216216216216,0.06815365551425032,0.11518324607329843,807,148
14,2021,0,2259,0.43204957945993805,0.4146808817076806,0.3406692418933812,0.3904382470119522,0.42028985507246375,0.6628571428571428,0.5144124168514412,700,1104,0.4430929626411816,0.5782312925170068,0.5017215937038859,882,1151,0.5,0.0029542097488921715,0.005873715124816446,677,4
