epoch,train_loss,val_loss,val_acc,val_recall_0,val_recall_1,val_recall_2,lr,elapsed_s
0,1.0629086646856978,0.9549030661582947,0.23316481294236602,0.16473048327137546,0.6870967741935484,0.6978851963746223,0.0001508064516129032,9.344642162322998
1,0.9575077456079776,0.8267366290092468,0.2505561172901921,0.16844795539033458,0.8419354838709677,0.7643504531722054,0.0003,18.800790786743164
2,0.6721207705540955,0.5404823422431946,0.4258847320525784,0.3461895910780669,0.9419354838709677,0.9788519637462235,0.0002996788384857905,28.159415006637573
3,0.5543729250708259,0.5060253739356995,0.4936299292214358,0.4254182156133829,0.9193548387096774,0.9818731117824774,0.00029871672920607153,37.57706546783447
4,0.5294363291770326,0.4842422604560852,0.5063700707785642,0.4379646840148699,0.9838709677419355,0.9486404833836858,0.00029711779206048454,46.96378302574158
5,0.5143591693245544,0.47597724199295044,0.539737108190091,0.479089219330855,0.9483870967741935,0.945619335347432,0.0002948888739433602,56.377947092056274
6,0.5057921673307453,0.4718727171421051,0.5114256825075835,0.44261152416356875,0.9741935483870968,0.972809667673716,0.0002920395194242658,65.8436541557312
7,0.5003270209590361,0.47011297941207886,0.5071789686552073,0.43657063197026025,0.9870967741935484,0.9758308157099698,0.000288581929876693,75.14717078208923
8,0.4811098012767607,0.48320290446281433,0.5247724974721941,0.45980483271375466,0.9709677419354839,0.9516616314199395,0.00028453091122990323,84.48000288009644
9,0.4776451532101517,0.4574507474899292,0.5547017189079879,0.4944237918215613,0.9612903225806452,0.9577039274924471,0.0002799038105676658,93.7736325263977
10,0.4664551637005545,0.4750461280345917,0.5023255813953489,0.43238847583643125,0.9774193548387097,0.9667673716012085,0.0002747204418453818,103.16731858253479
11,0.4622597492775453,0.4711586534976959,0.5217391304347826,0.4549256505576208,0.964516129032258,0.9758308157099698,0.00026900300104368524,112.47063493728638
12,0.4548912918861007,0.4588707685470581,0.5209302325581395,0.4523698884758364,0.9774193548387097,0.9848942598187311,0.0002627759711218466,121.96305251121521
13,0.4515387821242292,0.4406042993068695,0.5767441860465117,0.5178903345724907,0.9741935483870968,0.9697885196374623,0.00025606601717798207,131.2994179725647
14,0.4528985544050127,0.44437846541404724,0.5530839231547017,0.49047397769516726,0.964516129032258,0.9818731117824774,0.0002489018722650103,140.6672878265381
15,0.4457519429044192,0.4400089383125305,0.5779575328614762,0.5192843866171004,0.964516129032258,0.9788519637462235,0.00024131421435130807,150.0092532634735
16,0.4328457447325869,0.44471341371536255,0.5640040444893832,0.5030204460966543,0.9709677419354839,0.9758308157099698,0.0002333355349529403,159.41955423355103
17,0.42991135995561075,0.46237024664878845,0.596562184024267,0.5455390334572491,0.9483870967741935,0.9305135951661632,0.000225,168.76865100860596
18,0.4268864785181053,0.44704490900039673,0.5441860465116279,0.4783921933085502,0.9806451612903225,0.9909365558912386,0.00021634330353285017,178.15755891799927
19,0.432946205706488,0.44857117533683777,0.5688574317492416,0.5090613382899628,0.9548387096774194,0.9848942598187311,0.00020740251485476345,187.49248886108398
20,0.4190804619940629,0.44749096035957336,0.5838220424671385,0.5264869888475836,0.9580645161290322,0.9788519637462235,0.00019821591979547423,196.8004503250122
21,0.4157685269692155,0.4315367341041565,0.5908998988877654,0.5350836431226765,0.967741935483871,0.9637462235649547,0.0001888228567653781,206.14198184013367
22,0.40463314024595937,0.45556432008743286,0.5809908998988877,0.524860594795539,0.9290322580645162,0.9848942598187311,0.00017926354830241924,215.58919477462769
23,0.3979112968272387,0.47835755348205566,0.6117290192113246,0.5638940520446096,0.9225806451612903,0.9425981873111783,0.00016957892883300775,224.87324857711792
24,0.39791518783387186,0.4469623863697052,0.5963599595551061,0.5436802973977695,0.9612903225806452,0.9395770392749244,0.00015981046938452146,234.1690375804901
25,0.3913597604619735,0.4817526936531067,0.6258847320525783,0.5817843866171004,0.9193548387096774,0.9244712990936556,0.00015,243.5125765800476
26,0.38321823377324254,0.5005078911781311,0.6137512639029322,0.5685408921933085,0.8935483870967742,0.9395770392749244,0.0001401895306154785,252.95227360725403
27,0.38175189825294115,0.49804797768592834,0.6303336703741153,0.5880576208178439,0.9032258064516129,0.9244712990936556,0.00013042107116699228,262.32102131843567
