epoch,train_loss,val_loss,val_acc,val_recall_0,val_recall_1,val_recall_2,lr,elapsed_s
0,1.0920287580068515,1.0703716278076172,0.21680216802168023,0.17831813576494426,0.8888888888888888,0.14035087719298245,0.00015374999999999997,1.6759140491485596
1,1.0337643568299804,1.0647680759429932,0.23486901535682023,0.19250253292806485,0.42857142857142855,0.7543859649122807,0.0003,3.383481502532959
2,0.9550133036489621,0.9872981905937195,0.3748870822041554,0.3566362715298885,0.5079365079365079,0.543859649122807,0.0002996788384857905,4.999377727508545
3,0.880223341434694,0.9852317571640015,0.31978319783197834,0.28368794326241137,0.6031746031746031,0.631578947368421,0.00029871672920607153,6.58866286277771
4,0.7564040527250585,0.849641740322113,0.3044263775971093,0.24417426545086118,0.6825396825396826,0.9298245614035088,0.00029711779206048454,8.192903995513916
5,0.6389058406286652,0.7026634812355042,0.4480578139114724,0.4072948328267477,0.8253968253968254,0.7368421052631579,0.0002948888739433602,9.828543186187744
6,0.5872624985960454,0.6469276547431946,0.5130984643179766,0.48024316109422494,0.8412698412698413,0.7192982456140351,0.0002920395194242658,11.502182960510254
7,0.5514313688710146,0.7322949767112732,0.39656729900632337,0.3505572441742654,0.7142857142857143,0.8421052631578947,0.000288581929876693,13.255327701568604
8,0.5120683723131721,0.6303619146347046,0.4760614272809395,0.4326241134751773,0.8888888888888888,0.7719298245614035,0.00028453091122990323,14.831526279449463
9,0.5054707805833238,0.6629433631896973,0.3992773261065944,0.3414387031408308,0.873015873015873,0.8771929824561403,0.0002799038105676658,16.507386207580566
10,0.47163974184808305,0.659382164478302,0.4995483288166215,0.45997973657548125,0.7936507936507936,0.8596491228070176,0.0002747204418453818,18.13001585006714
11,0.4498867343487014,0.7030416131019592,0.4878048780487805,0.45390070921985815,0.8253968253968254,0.7017543859649122,0.00026900300104368524,19.782307386398315
12,0.4425400087636722,0.7069480419158936,0.5564588979223125,0.53596757852077,0.7777777777777778,0.6666666666666666,0.0002627759711218466,21.406874418258667
13,0.4624859936636817,0.7882706522941589,0.6720867208672087,0.6838905775075987,0.6984126984126984,0.43859649122807015,0.00025606601717798207,22.996700763702393
14,0.4199050783299355,0.7386663556098938,0.5203252032520326,0.49341438703140833,0.8253968253968254,0.6491228070175439,0.0002489018722650103,24.603917121887207
