epoch,train_loss,val_loss,val_acc,val_recall_0,val_recall_1,val_recall_2,lr,elapsed_s
0,0.7942394232810945,0.9789528846740723,0.584426946631671,0.9728506787330317,0.09787234042553192,0.0,0.00015374999999999997,1.5356853008270264
1,0.7543724201500105,0.9706622362136841,0.5818022747156606,0.9306184012066365,0.20425531914893616,0.0,0.0003,3.0832643508911133
2,0.7482816355163429,0.9695069789886475,0.5826771653543307,1.0,0.0,0.012244897959183673,0.0002996788384857905,4.672292470932007
3,0.7409919415058999,1.012139081954956,0.5774278215223098,0.9351432880844646,0.11914893617021277,0.04897959183673469,0.00029871672920607153,6.30562949180603
4,0.7368960746711263,0.975555419921875,0.5765529308836396,0.9607843137254902,0.04680851063829787,0.044897959183673466,0.00029711779206048454,7.89495587348938
5,0.727365156454712,0.9682715535163879,0.5853018372703412,0.942684766214178,0.16595744680851063,0.02040816326530612,0.0002948888739433602,9.406732559204102
6,0.719717078081748,0.9883185029029846,0.5905511811023622,0.9487179487179487,0.1276595744680851,0.0653061224489796,0.0002920395194242658,11.048774242401123
7,0.699073393916699,0.9790452122688293,0.5914260717410323,0.9683257918552036,0.10212765957446808,0.04081632653061224,0.000288581929876693,12.659100770950317
8,0.6837335040210071,1.0363677740097046,0.5765529308836396,0.8823529411764706,0.23404255319148937,0.07755102040816327,0.00028453091122990323,14.25303030014038
9,0.6726069894377588,0.998926043510437,0.5818022747156606,0.9743589743589743,0.03404255319148936,0.044897959183673466,0.0002799038105676658,15.818639516830444
10,0.6556906177589079,1.0304574966430664,0.5651793525809273,0.8717948717948718,0.16170212765957448,0.12244897959183673,0.0002747204418453818,17.50938057899475
11,0.6291511327295178,1.0676685571670532,0.5651793525809273,0.9079939668174962,0.09787234042553192,0.08571428571428572,0.00026900300104368524,19.026899576187134
