epoch,train_loss,val_loss,val_acc,val_recall_0,val_recall_1,val_recall_2,lr,elapsed_s
0,1.0497414499297368,0.9609680771827698,0.250996015936255,0.19082235347569287,0.6220735785953178,0.7335423197492164,0.0001508108108108108,9.31620740890503
1,0.9729808623620965,0.8972852230072021,0.15836653386454183,0.06701499318491595,0.802675585284281,0.8150470219435737,0.0003,18.64913034439087
2,0.6912830828258114,0.5785489678382874,0.37330677290836656,0.2898682417083144,0.9765886287625418,0.9592476489028213,0.0002996788384857905,27.971301317214966
3,0.5474439842008987,0.5614603161811829,0.5209163346613546,0.4691049522944116,0.979933110367893,0.8056426332288401,0.00029871672920607153,37.30778646469116
4,0.5123956234237401,0.5209034085273743,0.48227091633466135,0.41481144934120856,0.9732441471571907,0.9529780564263323,0.00029711779206048454,46.773234844207764
5,0.5051379123808479,0.5242211222648621,0.5282868525896415,0.47273966378918675,0.9431438127090301,0.9059561128526645,0.0002948888739433602,56.09612798690796
6,0.4977831862147126,0.5428334474563599,0.5286852589641434,0.4756928668786915,0.9632107023411371,0.8526645768025078,0.0002920395194242658,65.53190851211548
7,0.47659142193195364,0.4836394786834717,0.4860557768924303,0.41731031349386644,0.9632107023411371,0.987460815047022,0.000288581929876693,74.96073126792908
8,0.4741585540236676,0.4753458797931671,0.5175298804780877,0.45365742844161744,0.9565217391304348,0.987460815047022,0.00028453091122990323,84.30261325836182
9,0.4660913711545985,0.47587457299232483,0.5284860557768924,0.4668332576101772,0.9565217391304348,0.9780564263322884,0.0002799038105676658,93.67556095123291
10,0.45774309715635875,0.48460206389427185,0.5318725099601593,0.47228532485233987,0.9464882943143813,0.9655172413793104,0.0002747204418453818,102.97209000587463
11,0.4608292992821876,0.4764927923679352,0.5189243027888446,0.4547932757837347,0.9665551839464883,0.9843260188087775,0.00026900300104368524,112.16972637176514
12,0.4525932131444521,0.4783079922199249,0.5167330677290837,0.4541117673784643,0.9698996655518395,0.9561128526645768,0.0002627759711218466,121.3939061164856
13,0.44677561040202624,0.47459694743156433,0.5780876494023904,0.5279418446160836,0.9765886287625418,0.896551724137931,0.00025606601717798207,130.6309096813202
14,0.4469804615498144,0.4851657450199127,0.547808764940239,0.49023171285779193,0.9665551839464883,0.9498432601880877,0.0002489018722650103,139.96899843215942
15,0.43878919549334455,0.4638856053352356,0.5555776892430279,0.49704679691049525,0.9765886287625418,0.9686520376175548,0.00024131421435130807,149.29573321342468
16,0.4367866211165298,0.45168808102607727,0.5749003984063745,0.5213539300318037,0.9464882943143813,0.9655172413793104,0.0002333355349529403,158.58752131462097
17,0.428130729427263,0.5012772083282471,0.5711155378486056,0.5202180826896865,0.9531772575250836,0.9153605015673981,0.000225,167.98232579231262
18,0.4217849936394222,0.46520358324050903,0.6,0.5513402998636984,0.9431438127090301,0.9498432601880877,0.00021634330353285017,177.3588206768036
19,0.4152628794736603,0.4686640501022339,0.5603585657370518,0.504089050431622,0.9732441471571907,0.9498432601880877,0.00020740251485476345,186.80362272262573
20,0.41720363462227333,0.477475106716156,0.603386454183267,0.5574738755111313,0.9264214046822743,0.9341692789968652,0.00019821591979547423,196.10236191749573
21,0.4130702839914598,0.4800202548503876,0.5701195219123506,0.5179463880054521,0.9632107023411371,0.9216300940438872,0.0001888228567653781,205.3393054008484
22,0.4031335648828405,0.48625674843788147,0.5984063745019921,0.5499772830531576,0.9698996655518395,0.9184952978056427,0.00017926354830241924,214.72961163520813
