,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,majority_class_accuracy,majority_class_accuracy,precision_Hold,precision_Hold,recall_Hold,recall_Hold,f1_Hold,f1_Hold,precision_Buy,precision_Buy,recall_Buy,recall_Buy,f1_Buy,f1_Buy,precision_Sell,precision_Sell,recall_Sell,recall_Sell,f1_Sell,f1_Sell
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
seed,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.5680441380204974,0.023297706654581404,0.8137225687762085,0.0066172109319631725,0.46439690525492267,0.01511476066898063,0.8756792413233628,0.0027129278386796743,0.9904705038086381,0.0025644697938199744,0.5117341835225164,0.02749908810819206,0.6743832920746177,0.023854247900903174,0.23598348684143225,0.016270737010894952,0.9612035997036631,0.010750712915244503,0.3786398248567547,0.020952053341841973,0.20660803650020954,0.016721693893107382,0.9682299231024459,0.016174970547919415,0.3401675988333954,0.02227358370822564
