seed,n,accuracy,balanced_accuracy,macro_f1,majority_class_accuracy,precision_Hold,recall_Hold,f1_Hold,support_Hold,predicted_Hold,precision_Buy,recall_Buy,f1_Buy,support_Buy,predicted_Buy,precision_Sell,recall_Sell,f1_Sell,support_Sell,predicted_Sell
0,134307,0.5678706247626706,0.8136810975926428,0.4636385166225587,0.8756952355424512,0.9904025022635607,0.51152943577186,0.6746244890864951,117612,60745,0.2348089894259374,0.9611767542802025,0.37741744585158005,8294,33951,0.2053722450834364,0.9683371027258659,0.33887361492960094,8401,39611
