column,Hold,Buy,Sell
0,0.015384613,0.015384613,0.0153846145
1,0.015384613,0.015384613,0.0153846145
2,0.015384613,0.015384613,0.0153846145
3,0.015384613,0.015384613,0.0153846145
4,0.015384613,0.015384613,0.0153846145
5,0.015384613,0.015384613,0.0153846145
6,0.015384613,0.015384613,0.0153846145
7,0.015384613,0.015384613,0.0153846145
8,0.015384613,0.015384613,0.0153846145
9,0.015384613,0.015384613,0.0153846145
10,0.015384613,0.015384613,0.0153846145
11,0.015384613,0.015384613,0.0153846145
12,0.015384613,0.015384613,0.0153846145
13,0.015384613,0.015384613,0.0153846145
14,0.015384613,0.015384613,0.0153846145
15,0.015384613,0.015384613,0.0153846145
16,0.015384613,0.015384613,0.0153846145
17,0.015384613,0.015384613,0.0153846145
18,0.015384613,0.015384613,0.0153846145
19,0.015384613,0.015384613,0.0153846145
20,0.015384613,0.015384613,0.0153846145
21,0.015384613,0.015384613,0.0153846145
22,0.015384613,0.015384613,0.0153846145
23,0.015384613,0.015384613,0.0153846145
24,0.015384613,0.015384613,0.0153846145
25,0.015384613,0.015384613,0.0153846145
26,0.015384613,0.015384613,0.0153846145
27,0.015384613,0.015384613,0.0153846145
28,0.015384613,0.015384613,0.0153846145
29,0.015384613,0.015384613,0.0153846145
30,0.015384613,0.015384613,0.0153846145
31,0.015384613,0.015384613,0.0153846145
32,0.015384613,0.015384613,0.0153846145
33,0.015384613,0.015384613,0.0153846145
34,0.015384613,0.015384613,0.0153846145
35,0.015384613,0.015384613,0.0153846145
36,0.015384613,0.015384613,0.0153846145
37,0.015384613,0.015384613,0.0153846145
38,0.015384613,0.015384613,0.0153846145
39,0.015384613,0.015384613,0.0153846145
40,0.015384613,0.015384613,0.0153846145
41,0.015384613,0.015384613,0.0153846145
42,0.015384613,0.015384613,0.0153846145
43,0.015384613,0.015384613,0.0153846145
44,0.015384613,0.015384613,0.0153846145
45,0.015384613,0.015384613,0.0153846145
46,0.015384613,0.015384613,0.0153846145
47,0.015384613,0.015384613,0.0153846145
48,0.015384613,0.015384613,0.0153846145
49,0.015384613,0.015384613,0.0153846145
50,0.015384613,0.015384613,0.0153846145
51,0.015384613,0.015384613,0.0153846145
52,0.015384613,0.015384613,0.0153846145
53,0.015384613,0.015384613,0.0153846145
54,0.015384613,0.015384613,0.0153846145
55,0.015384613,0.015384613,0.0153846145
56,0.015384613,0.015384613,0.0153846145
57,0.015384613,0.015384613,0.0153846145
58,0.015384613,0.015384613,0.0153846145
59,0.015384613,0.015384613,0.0153846145
60,0.015384613,0.015384613,0.0153846145
61,0.015384613,0.015384613,0.0153846145
62,0.015384613,0.015384613,0.0153846145
63,0.015384613,0.015384613,0.0153846145
64,0.015384613,0.015384613,0.0153846145
