category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.098291814,-0.0034983307,0.09713475,0.0083313845,0.09548971,0.0011691223
price_transform,0.047920298,-0.00028597724,0.048183825,0.003829842,0.050741553,-0.00026494326
volatility,0.011382864,7.501033e-05,0.010081033,0.0011155524,0.00996552,0.0010358603
volume,0.05184122,-0.0030520265,0.050102264,0.010542173,0.05352085,0.008715143
momentum,0.6283639,-0.00088072754,0.6357178,0.043927014,0.64972454,0.059216496
overlap,0.16219987,-0.00094644615,0.15878034,0.0087298835,0.14055783,0.004929643
