category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.14151351,0.14151351,0.08230159,0.08230159,0.11043129,0.11043129
price_transform,0.062894896,0.062894896,0.036578484,0.036578484,0.049080573,0.049080573
volatility,0.01747841,0.01747841,0.0111314505,0.0111314505,0.013435553,0.013435553
volume,0.05243523,0.05243523,0.03339435,0.03339435,0.040306658,0.040306658
momentum,0.52797157,0.52797157,0.70280766,0.70280766,0.6491562,0.6491562
overlap,0.19770631,0.19770631,0.13378629,0.13378629,0.13758959,0.13758959
