category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.11687884,-0.011849256,0.13458246,0.06272273,0.12975442,0.06964832
price_transform,0.05629155,0.004172257,0.058459684,0.017764103,0.05244905,0.0137019735
volatility,0.010924692,-0.0012112311,0.009525263,0.002675825,0.010910605,-0.0011493546
volume,0.05731209,-0.0164424,0.052954882,0.035094883,0.0626903,0.039131746
momentum,0.55881596,-0.039679438,0.5476408,0.19954455,0.5497635,0.26906428
overlap,0.19977687,-0.008731227,0.19683681,0.057044126,0.19443208,0.08996045
