category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.09850547,-0.003673355,0.09589201,0.0076183677,0.09742854,0.0016820009
price_transform,0.04802551,-0.000330918,0.048180215,0.0029617723,0.051227074,0.0002525462
volatility,0.011433442,6.3965235e-05,0.010946578,0.001363301,0.011663201,0.0009941999
volume,0.051750056,-0.003321522,0.049049117,0.009337892,0.054247666,0.009269008
momentum,0.62695426,-0.0019943654,0.63803935,0.041763064,0.62670654,0.062858306
overlap,0.16333129,-0.0010331544,0.1578927,0.007896771,0.15872698,0.00537979
