category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.099952295,-0.0048586186,0.095367685,0.0073175333,0.09803623,0.0018427538
price_transform,0.048738018,-0.0006352553,0.04817869,0.0025955173,0.051379256,0.00041474405
volatility,0.011775956,-1.0832126e-05,0.0113117695,0.0014678306,0.01219531,0.0009811418
volume,0.051132694,-0.0051465514,0.04860477,0.0088297855,0.054475475,0.009442608
momentum,0.61740786,-0.009535845,0.6390189,0.040850084,0.61949193,0.06399976
overlap,0.1709932,-0.0016203483,0.1575182,0.007545262,0.16442178,0.00552088
