category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.10870698,0.0010557611,0.12413603,0.052748714,0.12060618,0.06320242
price_transform,0.055320222,0.0090069,0.056853727,0.018467225,0.055575363,0.023743201
volatility,0.010269952,0.0010101387,0.010960371,0.0045711584,0.01762061,0.012739227
volume,0.056928776,-0.0029372838,0.055978734,0.037590377,0.054495897,0.03940513
momentum,0.57967734,0.0462133,0.5565569,0.18496612,0.56935674,0.27412248
overlap,0.18909669,0.009011988,0.19551429,0.06475503,0.18234521,0.07128079
