strategy,years,final_capital,annualized_return_pct,sharpe_daily_annualized,max_drawdown_pct,transactions,transactions_per_year,success_pct,avg_profit_per_transaction_pct,avg_transaction_length_days,max_profit_per_transaction_pct,max_loss_per_transaction_pct,idle_ratio_pct,max_capital,min_capital
buy_and_hold,12.974674880219029,122792.50068141053,17.936301910014162,0.713812111819568,-52.92918666917822,1.0,0.0770732221987761,100.0,1127.925006814105,3122.4186046511627,1127.925006814105,1127.925006814105,0.032016778454029234,151553.2985156244,7538.779861751872
model,12.974674880219029,31060.039461452827,7.943886391428705,0.4854795270670324,-45.15344961828208,195.67441860465115,15.08125794373261,68.71705129537627,0.6367141522466632,7.2760630166865505,13.62380922939733,-30.024048978688477,54.46170638455532,34711.61640835207,7656.95400380948
