epoch,train_loss,val_loss,val_acc,val_recall_0,val_recall_1,val_recall_2,lr,elapsed_s
0,0.5095410226293398,0.4464147090911865,0.8816621499548328,1.0,0.0,0.0,0.00015374999999999997,1.623793601989746
1,0.4401425079572876,0.4463410973548889,0.8816621499548328,1.0,0.0,0.0,0.0003,3.195899724960327
2,0.4302453328065908,0.43348950147628784,0.8816621499548328,1.0,0.0,0.0,0.0002996788384857905,4.752598762512207
3,0.4144748698707537,0.4185844659805298,0.8816621499548328,1.0,0.0,0.0,0.00029871672920607153,6.381770372390747
4,0.41692074189318784,0.42321133613586426,0.8816621499548328,1.0,0.0,0.0,0.00029711779206048454,8.022254228591919
5,0.40049725268657377,0.4016984701156616,0.8807588075880759,0.9989754098360656,0.0,0.0,0.0002948888739433602,9.55333137512207
6,0.3730533615781025,0.3716278076171875,0.8807588075880759,0.9979508196721312,0.015384615384615385,0.0,0.0002920395194242658,11.196945428848267
7,0.34814946703687794,0.3768308758735657,0.8482384823848238,0.9528688524590164,0.13846153846153847,0.0,0.000288581929876693,12.725387573242188
8,0.33038677136079786,0.36681780219078064,0.8807588075880759,0.9989754098360656,0.0,0.0,0.00028453091122990323,14.29425597190857
9,0.311992758844222,0.36322328448295593,0.8572719060523939,0.9692622950819673,0.03076923076923077,0.015151515151515152,0.0002799038105676658,15.930365085601807
10,0.309092427184649,0.3749972879886627,0.8437217705510388,0.944672131147541,0.13846153846153847,0.045454545454545456,0.0002747204418453818,17.54638409614563
11,0.2971066039519501,0.39294084906578064,0.8473351400180669,0.9426229508196722,0.27692307692307694,0.0,0.00026900300104368524,19.17593741416931
12,0.2753938415334237,0.4057815372943878,0.8364950316169828,0.9262295081967213,0.3230769230769231,0.015151515151515152,0.0002627759711218466,20.75603985786438
13,0.2785535321824763,0.36253631114959717,0.8590785907859079,0.9672131147540983,0.09230769230769231,0.015151515151515152,0.00025606601717798207,22.293799877166748
14,0.26517392854048744,0.3719569742679596,0.8644986449864499,0.9774590163934426,0.03076923076923077,0.015151515151515152,0.0002489018722650103,23.941309690475464
15,0.24212126507075882,0.4106041491031647,0.8401084010840109,0.944672131147541,0.06153846153846154,0.06060606060606061,0.00024131421435130807,25.54094934463501
16,0.2273945326732888,0.42924103140830994,0.8364950316169828,0.9323770491803278,0.2153846153846154,0.030303030303030304,0.0002333355349529403,27.167205810546875
17,0.2089179075455934,0.4374596178531647,0.8428184281842819,0.9436475409836066,0.1076923076923077,0.07575757575757576,0.000225,28.76280903816223
18,0.20270717189007076,0.47724205255508423,0.8211382113821138,0.9159836065573771,0.09230769230769231,0.13636363636363635,0.00021634330353285017,30.36541485786438
19,0.17767537786500892,0.5045664310455322,0.7886178861788617,0.8657786885245902,0.26153846153846155,0.16666666666666666,0.00020740251485476345,31.953708171844482
