strategy,years,final_capital,annualized_return_pct,sharpe_daily_annualized,max_drawdown_pct,transactions,transactions_per_year,success_pct,avg_profit_per_transaction_pct,avg_transaction_length_days,max_profit_per_transaction_pct,max_loss_per_transaction_pct,idle_ratio_pct,max_capital,min_capital
buy_and_hold,14.970568104038328,39289.54980774611,7.888212407341198,0.49181166750056665,-60.142647297867285,1.0,0.06679773226042429,88.88888888888889,292.89549807746107,3701.0,292.89549807746107,292.89549807746107,0.027012425715833288,42340.96302052236,5287.962359407695
model,14.970568104038328,28834.987852366034,6.0652169713602815,0.44365206874816043,-48.1321246066924,263.0,17.567803584491585,72.36257854815341,0.40531548373646636,6.464615092101665,11.590532663567028,-25.923257061254983,54.09088180563059,31302.578769110336,6832.8084693395385
