seed,n,accuracy,balanced_accuracy,macro_f1,majority_class_accuracy,precision_Hold,recall_Hold,f1_Hold,support_Hold,predicted_Hold,precision_Buy,recall_Buy,f1_Buy,support_Buy,predicted_Buy,precision_Sell,recall_Sell,f1_Sell,support_Sell,predicted_Sell
0,33318,0.4888948916501591,0.720486012253715,0.3977867882868044,0.8769133801548712,0.9588659948864491,0.4364239997261868,0.5998353522286252,29217,13298,0.2059584035975267,0.8858800773694391,0.3342150871111922,2068,8895,0.15334831460674156,0.839153959665519,0.25930992552059584,2033,11125
