seed,n,accuracy,balanced_accuracy,macro_f1,majority_class_accuracy,precision_Hold,recall_Hold,f1_Hold,support_Hold,predicted_Hold,precision_Buy,recall_Buy,f1_Buy,support_Buy,predicted_Buy,precision_Sell,recall_Sell,f1_Sell,support_Sell,predicted_Sell
0,33858,0.6507177033492823,0.3865835158047684,0.37247838445546044,0.6477641916238408,0.6840611281645047,0.9449662593470728,0.7936204024584044,21932,30297,0.3863450531479967,0.15083798882681565,0.21696705315118817,6265,2446,0.32466367713004485,0.06394629924041689,0.10684769775678866,5661,1115
