category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.09262307,0.013229145,0.09032216,0.028749768,0.10305247,0.031595934
price_transform,0.04537858,0.010675311,0.04022709,0.0066769747,0.043947253,0.0056772637
volatility,0.009893638,0.0029003317,0.009033624,-0.0016117078,0.00924529,0.0016349962
volume,0.056393567,0.011997363,0.05705841,0.035628866,0.054925688,0.029318903
momentum,0.6216318,0.17317232,0.6283049,0.2672646,0.5993608,0.21251626
overlap,0.17407942,0.028787203,0.17505395,0.05524593,0.18946856,0.061359696
