category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.10041192,0.10041192,0.039030675,0.039030675,0.0704127,0.0704127
price_transform,0.04462752,0.04462752,0.017346967,0.017346967,0.031294536,0.031294536
volatility,0.015630305,0.015630305,0.011297816,0.011297816,0.011085996,0.011085996
volume,0.046890914,0.046890914,0.03389345,0.03389345,0.03325799,0.03325799
momentum,0.6207193,0.6207193,0.77301943,0.77301943,0.70818657,0.70818657
overlap,0.17171977,0.17171977,0.12541147,0.12541147,0.1457622,0.1457622
