category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.09100368,-0.0005835473,0.08469766,0.00434778,0.088764206,0.0010113333
price_transform,0.043122217,0.0007418219,0.039662324,0.0010337422,0.04187409,-8.2900966e-05
volatility,0.011197705,-5.262347e-05,0.0108936755,-2.2893393e-05,0.009934651,0.0006979293
volume,0.04778379,-0.0022443987,0.04947169,0.0074485876,0.04704675,0.004759283
momentum,0.6399601,0.002336608,0.66263413,0.040359713,0.6533595,0.041797265
overlap,0.16693252,0.0013799712,0.15264049,0.005420871,0.15902087,0.0029436492
