category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.1024803,0.1024803,0.040095314,0.040095314,0.07065842,0.07065842
price_transform,0.0455468,0.0455468,0.01782014,0.01782014,0.031403743,0.031403743
volatility,0.012251433,0.012251433,0.011361965,0.011361965,0.010966649,0.010966649
volume,0.0367543,0.0367543,0.034085896,0.034085896,0.032899946,0.032899946
momentum,0.635904,0.635904,0.76873916,0.76873916,0.70980024,0.70980024
overlap,0.16706322,0.16706322,0.12789747,0.12789747,0.14427103,0.14427103
