category,importance_Hold,signed_Hold,importance_Buy,signed_Buy,importance_Sell,signed_Sell
statistics,0.100330256,0.100330256,0.03464488,0.03464488,0.06914198,0.06914198
price_transform,0.044591226,0.044591226,0.015397724,0.015397724,0.030729767,0.030729767
volatility,0.015763776,0.015763776,0.011033552,0.011033552,0.0117033385,0.0117033385
volume,0.04729133,0.04729133,0.033100657,0.033100657,0.035110015,0.035110015
momentum,0.6201195,0.6201195,0.79065263,0.79065263,0.699839,0.699839
overlap,0.17190374,0.17190374,0.11517048,0.11517048,0.15347594,0.15347594
