epoch,train_loss,val_loss,val_acc,val_recall_0,val_recall_1,val_recall_2,lr,elapsed_s
0,1.0812635770962562,1.0644866228103638,0.10749774164408311,0.043478260869565216,0.42857142857142855,0.8909090909090909,0.00015374999999999997,1.618769884109497
1,1.0158800013565723,1.019882082939148,0.25474254742547425,0.2103134479271992,0.5396825396825397,0.7272727272727273,0.0003,3.266122579574585
2,0.9746382797971184,0.9953233599662781,0.2845528455284553,0.24469160768452983,0.8253968253968254,0.38181818181818183,0.0002996788384857905,4.875056028366089
3,0.9295149272518394,1.0276700258255005,0.37398373983739835,0.3468149646107179,0.8888888888888888,0.2727272727272727,0.00029871672920607153,6.534558296203613
4,0.8646768332293004,1.0145225524902344,0.15176151761517614,0.0788675429726997,0.8095238095238095,0.7090909090909091,0.00029711779206048454,8.1911039352417
5,0.7401408327185077,0.7582008242607117,0.2728093947606143,0.20930232558139536,0.8253968253968254,0.7818181818181819,0.0002948888739433602,9.730255365371704
6,0.6268541355250794,0.686659574508667,0.3830171635049684,0.32861476238624876,0.7301587301587301,0.9636363636363636,0.0002920395194242658,11.339925050735474
7,0.5884353205480694,0.7034844756126404,0.32700993676603435,0.26188068756319516,0.8571428571428571,0.8909090909090909,0.000288581929876693,12.963911533355713
8,0.536745604256053,0.7372006177902222,0.4046973803071364,0.35085945399393326,0.8095238095238095,0.9090909090909091,0.00028453091122990323,14.60199236869812
9,0.5366477729185128,0.7048805356025696,0.4670280036133695,0.42669362992922144,0.7777777777777778,0.8363636363636363,0.0002799038105676658,16.231383562088013
10,0.5301120316216975,0.6158943772315979,0.4679313459801265,0.42264914054600605,0.7777777777777778,0.9272727272727272,0.0002747204418453818,17.81131362915039
11,0.49982697269651627,0.6576075553894043,0.48870822041553746,0.4499494438827098,0.7777777777777778,0.8545454545454545,0.00026900300104368524,19.432300806045532
12,0.46126156130837803,0.6400547027587891,0.5266485998193315,0.4914054600606673,0.8571428571428571,0.7818181818181819,0.0002627759711218466,20.985843896865845
13,0.4453561241538436,0.7155990600585938,0.4995483288166215,0.4570273003033367,0.7777777777777778,0.9454545454545454,0.00025606601717798207,22.610806703567505
14,0.42873308658011167,0.6713393330574036,0.4742547425474255,0.4277047522750253,0.8253968253968254,0.9090909090909091,0.0002489018722650103,24.215529203414917
15,0.42497064051804717,0.6930121183395386,0.5483288166214996,0.5217391304347826,0.7301587301587301,0.8181818181818182,0.00024131421435130807,25.86741352081299
16,0.3964695702011203,0.755950927734375,0.5194218608852755,0.4863498483316481,0.7301587301587301,0.8727272727272727,0.0002333355349529403,27.45473575592041
