strategy,years,final_capital,annualized_return_pct,sharpe_daily_annualized,max_drawdown_pct,transactions,transactions_per_year,success_pct,avg_profit_per_transaction_pct,avg_transaction_length_days,max_profit_per_transaction_pct,max_loss_per_transaction_pct,idle_ratio_pct,max_capital,min_capital
buy_and_hold,12.974674880219029,122792.50068141053,17.936301910014162,0.713812111819568,-52.92918666917822,1.0,0.0770732221987761,100.0,1127.925006814105,3122.4186046511627,1127.925006814105,1127.925006814105,0.032016778454029234,151553.2985156244,7538.779861751872
model,12.974674880219029,30252.44324222879,7.300121418846189,0.45881501205346764,-44.53110373964312,221.04651162790697,17.036766906962022,67.76612687115248,0.524565102329506,6.435662269171746,13.462686073379835,-30.669139165059374,54.541817694330234,34089.1666281165,7768.570212390053
